Project,Package,Address,AMW,ATFD,BOvM,BUR,CBO,CC,CM,CRIX,DAC,DIT,FANOUT,FDP,Futile Abstract Pipeline,GREEDY,HIT,LOCC,NAS,NAbsM,NOA,NOAM,NOD,NODD,NOM,NOPA,NProtM,NTempF,NSPECM,NrEC,NrBM,NrFE,NrIC,NrSS,PNAS,SCHIZO,TCC,Tradition Breaker,Temporary Field Host,WMC,WOC,is abstract,is interface,is leaf-class,is root-class,Brain Class
Downloads/QualitasCorpus-20130901r/Systems/argouml-0.34,LoadModules,org.argouml.application.LoadModules,0.67,0,0,1,1,0,0,0,0,0,1,0,FALSE,0,0,35,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,-1,0,1,FALSE,FALSE,2,1,FALSE,FALSE,FALSE,TRUE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/argouml-0.34,PostLoad,org.argouml.application.PostLoad,1,0,0,1,0,0,0,0,0,0,0,0,FALSE,0,0,40,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,-1,0,1,FALSE,FALSE,2,1,FALSE,FALSE,FALSE,TRUE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/argouml-0.34,SubsystemUtility,org.argouml.application.SubsystemUtility,1,1,0,1,4,0,0,0,0,0,10,1,FALSE,0,0,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,1,FALSE,FALSE,1,0,FALSE,FALSE,FALSE,TRUE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/argouml-0.34,ApplicationVersion,org.argouml.application.helpers.ApplicationVersion,1,0,0,1,0,0,0,0,0,0,0,0,FALSE,0,0,41,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,-1,0,0.67,FALSE,FALSE,4,1,FALSE,FALSE,FALSE,TRUE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/argouml-0.34,ResourceLoader,org.argouml.application.helpers.ResourceLoader,2.38,0,0,1,0,0,0,0,0,0,0,0,FALSE,0,0,192,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,-1,0,0.17,FALSE,FALSE,31,1,FALSE,FALSE,FALSE,TRUE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/argouml-0.34,ResourceLoaderWrapper,org.argouml.application.helpers.ResourceLoaderWrapper,2.5,0,0,1,6,5,5,1,1,0,23,0,FALSE,0,0,446,0,0,15,0,0,0,12,0,0,1,0,0,1,0,1,0,-1,0,0.02,FALSE,TRUE,30,1,FALSE,FALSE,FALSE,TRUE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/argouml-0.34,ArgoDiagramAppearanceEvent,org.argouml.application.events.ArgoDiagramAppearanceEvent,1,0,1,1,0,0,0,0,0,2,0,0,FALSE,0,0,19,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,2,0,FALSE,FALSE,TRUE,FALSE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/argouml-0.34,ArgoEvent,org.argouml.application.events.ArgoEvent,1.2,0,0,1,0,1,8,0,0,1,0,0,FALSE,0,1,53,2,0,1,2,6,6,5,0,0,0,0,0,0,0,0,0,1,0,0.17,FALSE,FALSE,6,0.5,TRUE,FALSE,FALSE,TRUE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/argouml-0.34,ArgoDiagramAppearanceEventListener,org.argouml.application.events.ArgoDiagramAppearanceEventListener,0,0,0,1,0,1,1,0,0,0,0,0,FALSE,0,5,8,1,1,0,0,91,3,1,0,0,0,0,0,0,0,0,0,1,0,1,FALSE,FALSE,0,1,TRUE,TRUE,FALSE,FALSE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/argouml-0.34,ArgoEventTypes,org.argouml.application.events.ArgoEventTypes,0,0,0,1,0,0,0,0,0,0,0,0,FALSE,0,2,196,0,0,38,0,7,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,FALSE,FALSE,0,0,TRUE,TRUE,FALSE,FALSE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/argouml-0.34,ArgoEventPump,org.argouml.application.events.ArgoEventPump,3.58,5,0,1,9,2,2,3,1,0,56,2,FALSE,100,0,476,0,0,3,0,0,0,19,0,3,0,0,0,1,1,0,0,-1,2,0.27,FALSE,FALSE,68,0.86,FALSE,FALSE,FALSE,TRUE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/argouml-0.34,ArgoNotationEvent,org.argouml.application.events.ArgoNotationEvent,1,0,1,1,0,0,0,0,0,2,0,0,FALSE,0,0,17,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,2,0,FALSE,FALSE,TRUE,FALSE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/argouml-0.34,ArgoNotationEventListener,org.argouml.application.events.ArgoNotationEventListener,0,0,0,1,0,1,1,0,0,0,0,0,FALSE,0,5,35,5,5,0,0,101,5,5,0,0,0,0,0,0,0,0,0,1,0,0,FALSE,FALSE,0,1,TRUE,TRUE,FALSE,FALSE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/argouml-0.34,ArgoHelpEvent,org.argouml.application.events.ArgoHelpEvent,1,0,1,1,0,2,2,0,0,2,0,0,FALSE,0,0,31,0,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0.5,0,0,FALSE,FALSE,3,0,FALSE,FALSE,TRUE,FALSE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/argouml-0.34,ArgoHelpEventListener,org.argouml.application.events.ArgoHelpEventListener,0,0,0,1,0,1,1,0,0,0,0,0,FALSE,0,1,17,2,2,0,0,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,FALSE,FALSE,0,1,TRUE,TRUE,FALSE,FALSE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/argouml-0.34,ArgoStatusEvent,org.argouml.application.events.ArgoStatusEvent,1,0,1,1,0,1,4,0,0,2,0,0,FALSE,0,0,32,0,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0.5,0,0,FALSE,FALSE,3,0,FALSE,FALSE,TRUE,FALSE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/argouml-0.34,ArgoStatusEventListener,org.argouml.application.events.ArgoStatusEventListener,0,0,0,1,0,1,1,0,0,0,0,0,FALSE,0,1,42,5,5,0,0,1,1,5,0,0,0,0,0,0,0,0,0,1,0,0,FALSE,FALSE,0,1,TRUE,TRUE,FALSE,FALSE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/argouml-0.34,ArgoProfileEvent,org.argouml.application.events.ArgoProfileEvent,1,0,1,1,0,0,0,0,0,2,0,0,FALSE,0,0,17,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,2,0,FALSE,FALSE,TRUE,FALSE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/argouml-0.34,ArgoProfileEventListener,org.argouml.application.events.ArgoProfileEventListener,0,0,0,1,0,1,1,0,0,0,0,0,FALSE,0,1,13,2,2,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,FALSE,FALSE,0,1,TRUE,TRUE,FALSE,FALSE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/argouml-0.34,ArgoGeneratorEvent,org.argouml.application.events.ArgoGeneratorEvent,1,0,1,1,0,0,0,0,0,2,0,0,FALSE,0,0,17,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,2,0,FALSE,FALSE,TRUE,FALSE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/argouml-0.34,ArgoGeneratorEventListener,org.argouml.application.events.ArgoGeneratorEventListener,0,0,0,1,0,1,1,0,0,0,0,0,FALSE,0,1,21,3,3,0,0,1,1,3,0,0,0,0,0,0,0,0,0,1,0,0,FALSE,FALSE,0,1,TRUE,TRUE,FALSE,FALSE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/argouml-0.34,ArgoAwtExceptionHandler,org.argouml.application.security.ArgoAwtExceptionHandler,1,0,0,1,0,0,0,0,0,0,0,0,FALSE,0,0,22,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,-1,0,1,FALSE,FALSE,2,1,FALSE,FALSE,FALSE,TRUE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/argouml-0.34,NotatedItem,org.argouml.notation2.NotatedItem,0,0,0,1,0,5,10,0,0,0,0,0,FALSE,0,1,8,0,5,0,0,1,1,5,0,0,0,0,0,0,0,0,0,-1,0,0,FALSE,FALSE,0,1,TRUE,TRUE,FALSE,FALSE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/argouml-0.34,NotationLanguage,org.argouml.notation2.NotationLanguage,0,0,0,1,0,1,1,0,0,0,0,0,FALSE,0,1,18,0,2,0,0,1,1,2,0,0,0,0,0,0,0,0,0,-1,0,0,FALSE,FALSE,0,1,TRUE,TRUE,FALSE,FALSE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/argouml-0.34,NotationTextEvent,org.argouml.notation2.NotationTextEvent,0,0,0,1,0,1,1,0,0,0,0,0,FALSE,0,1,22,0,4,0,0,1,1,4,0,0,0,0,0,0,0,0,0,-1,0,0,FALSE,FALSE,0,1,TRUE,TRUE,FALSE,FALSE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/argouml-0.34,NameUmlNotation,org.argouml.notation2.NameUmlNotation,1,0,0,1,3,0,0,0,1,0,8,0,FALSE,0,0,39,1,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0.33,0,1,FALSE,FALSE,4,1,FALSE,FALSE,TRUE,TRUE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/argouml-0.34,NotationText,org.argouml.notation2.NotationText,0,0,0,1,0,0,0,0,0,0,0,0,FALSE,0,1,5,0,2,0,0,2,2,2,0,0,0,0,0,0,0,0,0,-1,0,0,FALSE,FALSE,0,1,TRUE,TRUE,FALSE,FALSE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/argouml-0.34,NotationManager,org.argouml.notation2.NotationManager,1.2,2,0,1,2,2,2,0,1,0,2,2,FALSE,0,0,36,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,-1,0,0.33,FALSE,FALSE,6,1,FALSE,FALSE,FALSE,TRUE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/argouml-0.34,NotationModule,org.argouml.notation2.NotationModule,2,3,0,1,2,0,0,0,0,0,3,2,FALSE,0,0,39,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0.17,FALSE,FALSE,8,0.75,FALSE,FALSE,TRUE,TRUE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/argouml-0.34,UmlNotationLanguage,org.argouml.notation2.UmlNotationLanguage,1,0,0,1,7,0,0,0,0,0,10,0,FALSE,0,0,25,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,3,0.5,FALSE,FALSE,TRUE,TRUE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/argouml-0.34,StereotypeUmlNotation,org.argouml.notation2.StereotypeUmlNotation,1,0,0,1,3,0,0,0,1,0,6,0,FALSE,0,0,39,1,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0.33,0,1,FALSE,FALSE,4,1,FALSE,FALSE,TRUE,TRUE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/argouml-0.34,UmlNotationTextEvent,org.argouml.notation2.UmlNotationTextEvent,1,0,0,1,0,0,0,0,0,0,0,0,FALSE,0,0,34,0,0,4,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,5,0.75,FALSE,FALSE,TRUE,TRUE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/argouml-0.34,ConfigurationKey,org.argouml.configuration.ConfigurationKey,0,0,0,1,0,6,13,0,0,0,0,0,FALSE,0,1,18,0,2,0,0,1,1,2,0,0,0,0,0,0,0,0,1,-1,0,0,FALSE,FALSE,0,1,TRUE,TRUE,FALSE,FALSE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/argouml-0.34,Configuration,org.argouml.configuration.Configuration,1,0,0,1,4,0,0,0,1,0,25,0,FALSE,0,0,394,0,0,5,0,0,0,31,0,0,0,0,0,0,0,0,0,-1,0,0.35,FALSE,FALSE,31,0.88,FALSE,FALSE,FALSE,TRUE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/argouml-0.34,ConfigurationHandler,org.argouml.configuration.ConfigurationHandler,1.44,0,0,1,2,2,18,0,0,0,5,0,FALSE,0,1,514,0,8,6,0,1,1,36,0,0,0,0,0,0,0,0,0,-1,0,0.09,FALSE,FALSE,52,1,TRUE,FALSE,FALSE,TRUE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/argouml-0.34,IConfigurationFactory,org.argouml.configuration.IConfigurationFactory,0,0,0,1,0,1,1,0,0,0,0,0,FALSE,0,1,11,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,-1,0,1,FALSE,FALSE,0,1,TRUE,TRUE,FALSE,FALSE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/argouml-0.34,ConfigurationFactory,org.argouml.configuration.ConfigurationFactory,1,0,0,1,0,0,0,0,2,0,0,0,FALSE,0,0,63,1,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0.5,0,0,FALSE,FALSE,3,0.5,FALSE,FALSE,TRUE,TRUE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/argouml-0.34,ConfigurationKeyImpl,org.argouml.configuration.ConfigurationKeyImpl,1.11,0,0,1,0,0,0,0,0,0,0,0,FALSE,0,0,104,1,0,1,1,0,0,9,0,0,0,0,0,0,0,0,0,0.33,0,1,FALSE,FALSE,10,0.67,FALSE,FALSE,TRUE,TRUE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/argouml-0.34,ConfigurationProperties,org.argouml.configuration.ConfigurationProperties,2.18,0,0,1,0,0,0,0,0,1,0,0,FALSE,0,0,270,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0.42,FALSE,FALSE,24,1,FALSE,FALSE,TRUE,FALSE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/argouml-0.34,AbstractCognitiveTranslator,org.argouml.cognitive.AbstractCognitiveTranslator,0,0,0,1,0,1,2,0,0,0,0,0,FALSE,0,1,14,0,2,0,0,1,1,3,0,0,0,0,0,0,0,0,0,-1,0,0,FALSE,FALSE,0,1,TRUE,FALSE,FALSE,TRUE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/argouml-0.34,Designer,org.argouml.cognitive.Designer,1.45,2,0,1,10,27,59,0.5,6,0,25,2,FALSE,0,0,871,30,0,33,15,0,0,55,0,0,2,0,0,1,0,0,1,0.78,2,0.04,FALSE,TRUE,80,0.68,FALSE,FALSE,TRUE,TRUE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/argouml-0.34,Agency,org.argouml.cognitive.Agency,1.83,2,0,1,5,1,2,0,1,1,12,2,FALSE,0,0,341,0,0,6,0,0,0,18,0,2,0,0,0,0,0,0,0,-1,0,0.08,FALSE,FALSE,33,1,FALSE,FALSE,FALSE,TRUE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/argouml-0.34,ControlMech,org.argouml.cognitive.ControlMech,0,0,0,1,0,1,1,0,0,0,0,0,FALSE,0,3,10,0,1,0,0,8,5,1,0,0,0,0,0,0,0,0,0,-1,0,1,FALSE,FALSE,0,1,TRUE,TRUE,FALSE,FALSE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/argouml-0.34,Critic,org.argouml.cognitive.Critic,1.23,3,0,1,9,11,23,2.5,0,1,18,3,FALSE,100,3,978,35,0,30,20,101,2,65,0,1,1,0,0,0,1,0,0,0.81,0,0.02,FALSE,TRUE,80,0.57,FALSE,FALSE,FALSE,TRUE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/argouml-0.34,CompoundCritic,org.argouml.cognitive.CompoundCritic,1.24,0,11,1,0,1,2,0,2,2,0,0,FALSE,0,0,275,3,0,2,2,0,0,25,0,0,0,5,0,0,0,0,0,0.24,0,0.27,FALSE,FALSE,31,0.9,FALSE,FALSE,TRUE,FALSE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/argouml-0.34,ToDoItem,org.argouml.cognitive.ToDoItem,1.59,5,0,1,7,63,107,2,2,0,23,2,FALSE,100,1,468,16,0,14,5,1,1,29,0,1,2,0,0,0,0,0,2,0.95,0,0.09,FALSE,TRUE,46,0.65,FALSE,FALSE,FALSE,TRUE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/argouml-0.34,Decision,org.argouml.cognitive.Decision,1.25,0,0,1,1,4,6,0,1,0,1,0,FALSE,0,1,100,0,0,3,4,1,1,8,0,0,0,0,0,0,0,0,0,-1,0,0.19,FALSE,FALSE,10,0.38,FALSE,FALSE,FALSE,TRUE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/argouml-0.34,Goal,org.argouml.cognitive.Goal,1.22,0,0,1,1,2,3,0,1,0,1,0,FALSE,0,0,91,0,0,3,4,0,0,9,0,0,0,0,0,0,0,0,0,-1,0,0.14,FALSE,FALSE,11,0.5,FALSE,FALSE,FALSE,TRUE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/argouml-0.34,Poster,org.argouml.cognitive.Poster,0,0,0,1,0,4,16,0,0,0,0,0,FALSE,0,4,98,0,12,0,0,103,2,12,0,0,0,0,0,0,0,0,0,-1,0,0,FALSE,FALSE,0,1,TRUE,TRUE,FALSE,FALSE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/argouml-0.34,DecisionModel,org.argouml.cognitive.DecisionModel,1.43,3,0,1,1,5,7,0,1,1,4,1,FALSE,0,0,93,0,0,1,1,0,0,7,0,1,0,0,0,0,0,0,0,-1,0,0.67,FALSE,FALSE,10,0.8,FALSE,FALSE,FALSE,TRUE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/argouml-0.34,ToDoList,org.argouml.cognitive.ToDoList,1.64,13,0,1,6,18,42,2.5,1,1,13,6,FALSE,100,0,685,0,0,14,2,0,0,42,0,0,1,0,0,0,1,0,1,-1,0,0.09,FALSE,TRUE,69,0.93,FALSE,FALSE,FALSE,TRUE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/argouml-0.34,GoalModel,org.argouml.cognitive.GoalModel,1.12,2,0,1,1,3,7,0,1,1,4,1,FALSE,0,0,89,0,0,1,1,0,0,8,0,0,0,0,0,0,0,0,0,-1,0,0.48,FALSE,FALSE,9,0.86,FALSE,FALSE,FALSE,TRUE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/argouml-0.34,Highlightable,org.argouml.cognitive.Highlightable,0,0,0,1,0,2,4,0,0,0,0,0,FALSE,0,5,13,0,2,0,0,76,2,2,0,0,0,0,0,0,0,0,0,-1,0,0,FALSE,FALSE,0,1,TRUE,TRUE,FALSE,FALSE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/argouml-0.34,Offender,org.argouml.cognitive.Offender,0,0,0,1,0,1,1,0,0,0,0,0,FALSE,0,0,14,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,1,FALSE,FALSE,0,1,TRUE,TRUE,FALSE,FALSE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/argouml-0.34,ResolvedCritic,org.argouml.cognitive.ResolvedCritic,3.3,2,0,1,2,2,3,0,0,0,2,2,FALSE,0,0,266,0,0,3,2,0,0,10,0,2,0,0,0,0,0,0,0,-1,0,0.52,FALSE,FALSE,33,0.6,FALSE,FALSE,FALSE,TRUE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/argouml-0.34,UnresolvableException,org.argouml.cognitive.UnresolvableException,1,0,0,1,0,0,0,0,0,2,0,0,FALSE,0,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,FALSE,FALSE,1,0,FALSE,FALSE,FALSE,TRUE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/argouml-0.34,StandardCM,org.argouml.cognitive.StandardCM,1,0,0,1,4,0,0,0,0,2,4,0,FALSE,0,0,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,1,0,FALSE,FALSE,TRUE,FALSE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/argouml-0.34,AndCM,org.argouml.cognitive.AndCM,2,0,0,1,0,0,0,0,0,1,0,0,FALSE,0,1,13,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,FALSE,FALSE,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/argouml-0.34,EnabledCM,org.argouml.cognitive.EnabledCM,0.5,0,0,1,1,0,0,0,0,0,1,0,FALSE,0,0,9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,1,1,FALSE,FALSE,TRUE,TRUE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/argouml-0.34,NotSnoozedCM,org.argouml.cognitive.NotSnoozedCM,0.5,0,0,1,2,0,0,0,0,0,2,0,FALSE,0,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,1,1,FALSE,FALSE,TRUE,TRUE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/argouml-0.34,DesignGoalsCM,org.argouml.cognitive.DesignGoalsCM,0.5,0,0,1,1,0,0,0,0,0,1,0,FALSE,0,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,1,1,FALSE,FALSE,TRUE,TRUE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/argouml-0.34,CurDecisionCM,org.argouml.cognitive.CurDecisionCM,0.5,0,0,1,1,0,0,0,0,0,1,0,FALSE,0,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,1,1,FALSE,FALSE,TRUE,TRUE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/argouml-0.34,CompositeCM,org.argouml.cognitive.CompositeCM,1,0,0,1,0,0,0,0,1,0,0,0,FALSE,0,2,18,1,0,1,1,3,2,2,0,1,0,0,0,0,0,0,0,1,0,1,FALSE,FALSE,2,1,TRUE,FALSE,FALSE,TRUE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/argouml-0.34,OrCM,org.argouml.cognitive.OrCM,2,0,0,1,0,0,0,0,0,1,0,0,FALSE,0,0,13,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,FALSE,FALSE,2,1,FALSE,FALSE,TRUE,FALSE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/argouml-0.34,ToDoListListener,org.argouml.cognitive.ToDoListListener,0,0,0,1,0,1,7,0,0,0,0,0,FALSE,0,1,23,0,4,0,0,7,7,4,0,0,0,0,0,0,0,0,0,-1,0,0,FALSE,FALSE,0,1,TRUE,TRUE,FALSE,FALSE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/argouml-0.34,ToDoListEvent,org.argouml.cognitive.ToDoListEvent,1,0,0,1,0,6,19,0,1,0,0,0,FALSE,0,0,31,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,1,-1,0,1,FALSE,FALSE,3,0,FALSE,FALSE,FALSE,TRUE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/argouml-0.34,Translator,org.argouml.cognitive.Translator,1.67,0,0,1,1,0,0,0,1,0,2,0,FALSE,0,0,31,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,-1,0,1,FALSE,FALSE,5,1,FALSE,FALSE,FALSE,TRUE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/argouml-0.34,InitCheckListUI,org.argouml.cognitive.checklist.ui.InitCheckListUI,0.8,0,0,1,1,0,0,0,0,0,1,0,FALSE,0,0,22,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,4,1,FALSE,FALSE,TRUE,TRUE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/argouml-0.34,TabChecklist,org.argouml.cognitive.checklist.ui.TabChecklist,1.41,0,0,1,6,2,2,0,1,5,8,0,FALSE,0,0,219,7,0,4,1,0,0,17,0,0,0,0,0,0,0,0,0,0.5,0,0.1,FALSE,FALSE,24,0.93,FALSE,FALSE,TRUE,FALSE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/argouml-0.34,TableModelChecklist,org.argouml.cognitive.checklist.ui.TableModelChecklist,2.55,0,0,1,8,1,1,0,1,1,11,0,FALSE,0,0,176,0,0,3,1,0,0,11,0,0,0,0,0,0,0,0,0,-1,0,0.13,FALSE,FALSE,28,0.9,FALSE,FALSE,FALSE,TRUE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/argouml-0.34,InitCognitiveUI,org.argouml.cognitive.ui.InitCognitiveUI,0.8,0,0,1,1,0,0,0,0,0,1,0,FALSE,0,0,22,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,4,1,FALSE,FALSE,TRUE,TRUE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/argouml-0.34,AbstractGoList2,org.argouml.cognitive.ui.AbstractGoList2,1,0,0,1,0,0,0,2,1,0,0,0,FALSE,0,1,33,0,0,1,3,6,6,4,0,0,0,0,0,0,0,0,0,-1,0,0.17,FALSE,FALSE,4,0.25,TRUE,FALSE,FALSE,TRUE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/argouml-0.34,ActionAutoCritique,org.argouml.cognitive.ui.ActionAutoCritique,1,1,0,1,3,0,0,0,0,2,7,1,FALSE,0,0,37,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,FALSE,FALSE,2,1,FALSE,FALSE,TRUE,FALSE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/argouml-0.34,ActionGoToCritique,org.argouml.cognitive.ui.ActionGoToCritique,1,1,0,1,4,0,0,0,1,2,5,1,FALSE,0,0,29,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,FALSE,FALSE,2,1,FALSE,FALSE,TRUE,FALSE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/argouml-0.34,ActionNewToDoItem,org.argouml.cognitive.ui.ActionNewToDoItem,1,0,0,1,4,0,0,0,0,2,4,0,FALSE,0,0,24,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,FALSE,FALSE,2,1,FALSE,FALSE,TRUE,FALSE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/argouml-0.34,AddToDoItemDialog,org.argouml.cognitive.ui.AddToDoItemDialog,3.33,1,0,1,6,0,0,0,5,2,12,1,FALSE,0,0,134,1,0,9,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,FALSE,FALSE,10,1,FALSE,FALSE,TRUE,FALSE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/argouml-0.34,ActionOpenDecisions,org.argouml.cognitive.ui.ActionOpenDecisions,1,0,0,1,2,0,0,0,0,2,2,0,FALSE,0,0,21,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,FALSE,FALSE,2,1,FALSE,FALSE,TRUE,FALSE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/argouml-0.34,DesignIssuesDialog,org.argouml.cognitive.ui.DesignIssuesDialog,2.5,5,0,1,4,0,0,0,0,2,7,3,FALSE,0,0,176,1,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0.33,FALSE,FALSE,10,1,FALSE,FALSE,TRUE,FALSE,FALSE
